promotion_id,order_id,promo_code,discount_amount
901303,527780,VIP30,83.94
900192,513920,SPRING10,57.36
900681,502855,WELCOME15,60.56
900055,508964,FLASH25,12.91
900652,501817,FLASH25,22.11
902617,526108,REFERRAL5,96.31
902019,502806,REFERRAL5,173.32
902387,517686,SPRING10,54.3
902246,518001,FLASH25,70.52
900864,518890,VIP30,169.29
902568,519477,VIP30,131.63
900174,521904,SPRING10,150.01
900660,516617,FLASH25,51.95
900496,505593,SPRING10,103.4
900221,504116,LOYALTY10,129.31
902610,529176,WELCOME15,45.07
900267,529191,BUNDLE20,114.8
901992,500937,LOYALTY10,61.46
901068,503278,FLASH25,58.05
900087,525050,LOYALTY10,74.87
901642,529833,BUNDLE20,116.39
901962,525402,VIP30,65.84
901171,512460,REFERRAL5,129.58
902366,507610,BUNDLE20,97.78
900884,524946,VIP30,186.44
902522,529884,BUNDLE20,81.54
900875,503596,REFERRAL5,157.98
901072,522796,FLASH25,118.38
902060,514056,LOYALTY10,15.86
900151,514455,LOYALTY10,101.55
902467,515853,LOYALTY10,70.51
902542,501635,FLASH25,74.13
902810,506076,REFERRAL5,92.96
900143,529576,VIP30,14.18
902228,518537,WELCOME15,130.38
900247,506781,LOYALTY10,196.48
900040,511383,FLASH25,62.78
901277,519437,VIP30,190.06
900547,527422,SPRING10,150.69
900907,504062,REFERRAL5,88.14
900471,518648,WELCOME15,119.04
901982,529118,WELCOME15,159.6
901196,527430,SPRING10,80.82
900984,503154,FLASH25,130.39
902493,502891,REFERRAL5,31.85
901674,520560,WELCOME15,94.46
901077,528285,VIP30,116.43
901699,500557,LOYALTY10,22.71
900188,529447,FLASH25,15.81
901461,521710,SPRING10,98.78
901135,503261,WELCOME15,192.63
900431,501932,VIP30,52.02
901607,523824,FLASH25,27.93
901098,514497,BUNDLE20,127.73
902580,507017,FLASH25,130.53
902098,501457,BUNDLE20,84.32
901213,520532,SPRING10,192.19
901129,527243,REFERRAL5,24.54
900413,517451,LOYALTY10,106.5
901150,521879,REFERRAL5,118.36
901411,520988,VIP30,95.48
902124,500254,FLASH25,40.27
902513,502400,SPRING10,136.57
902302,518613,VIP30,73.95
902470,521771,WELCOME15,87.36
902728,524459,REFERRAL5,77.9
900856,511226,WELCOME15,49.38
900066,501290,LOYALTY10,198.04
902257,513373,BUNDLE20,77.24
900841,509931,LOYALTY10,92.06
901272,514872,VIP30,154.2
901689,519125,REFERRAL5,112.46
901820,506118,LOYALTY10,103.63
900857,500770,SPRING10,40.99
900003,514203,WELCOME15,128.61
901806,502917,REFERRAL5,155.98
901677,506570,FLASH25,10.36
901902,512163,BUNDLE20,159.98
900817,517121,LOYALTY10,37.1
901336,514353,VIP30,141.4
902574,501749,BUNDLE20,43.89
901913,526489,VIP30,108.71
900627,515234,VIP30,169.21
900824,508363,REFERRAL5,29.52
901428,513460,WELCOME15,156.68
901009,509821,BUNDLE20,78.13
902330,502751,REFERRAL5,107.42
902288,505034,VIP30,85.4
902469,521771,VIP30,62.86
901342,500769,BUNDLE20,122.85
902193,511933,FLASH25,90.97
901841,514018,LOYALTY10,142.74
902282,514150,LOYALTY10,102.64
900227,504834,REFERRAL5,148.83
901708,503137,LOYALTY10,130.05
901562,527323,REFERRAL5,89.73
901991,503330,WELCOME15,82.45
900688,517699,REFERRAL5,190.61
900825,521509,SPRING10,109.8
900600,528430,LOYALTY10,30.29
901725,506881,BUNDLE20,54.35
902067,516410,SPRING10,136.48
901116,519130,LOYALTY10,85.97
900293,502209,LOYALTY10,86.91
900792,503603,REFERRAL5,125.24
902543,527572,SPRING10,52.19
900484,529831,FLASH25,184.36
900270,502635,FLASH25,195.23
902782,523976,VIP30,42.1
902137,502828,LOYALTY10,15.92
902737,528636,WELCOME15,12.72
901757,510164,FLASH25,62.68
901084,518202,SPRING10,37.71
900676,528646,SPRING10,185.78
901687,518952,FLASH25,110.13
902115,501118,BUNDLE20,69.09
900016,524970,VIP30,87.98
901255,521385,BUNDLE20,43.36
902685,527318,LOYALTY10,149.83
901456,522624,SPRING10,129.84
902327,515248,LOYALTY10,109.79
901356,526827,LOYALTY10,54.72
902648,516722,VIP30,30.5
901395,502431,BUNDLE20,29.99
902239,504082,BUNDLE20,128.98
902790,526116,SPRING10,96.75
901612,517018,WELCOME15,91.2
901767,504026,SPRING10,180.42
900150,525890,WELCOME15,148.05
901760,506896,VIP30,170.9
902269,521273,REFERRAL5,85.24
901900,527452,VIP30,65.95
902653,512336,BUNDLE20,77.43
902333,517962,FLASH25,126.83
902355,522130,REFERRAL5,34.72
900249,502728,LOYALTY10,108.08
902530,530006,VIP30,83.94
901093,519628,LOYALTY10,102.43
900670,515323,SPRING10,30.44
902482,523839,VIP30,59.85
901975,517928,WELCOME15,136.41
901091,507754,BUNDLE20,33.89
902404,507509,BUNDLE20,106.12
901905,510780,VIP30,183.05
900027,529312,SPRING10,111.91
901751,520992,SPRING10,49.5
902159,502716,SPRING10,102.08
900005,515793,BUNDLE20,110.76
902547,507820,WELCOME15,49.27
901164,502300,BUNDLE20,178.38
900653,526125,WELCOME15,20.01
901218,515987,FLASH25,174.93
901599,511357,BUNDLE20,83.03
902680,500563,SPRING10,45.88
900177,513307,SPRING10,13.91
901935,507215,VIP30,189.22
900685,518692,LOYALTY10,153.18
901418,523908,SPRING10,54.39
900948,508168,REFERRAL5,94.97
900946,517239,LOYALTY10,99.84
900296,522037,VIP30,49.17
902201,507122,VIP30,120.42
901443,512206,FLASH25,109.09
900590,501409,WELCOME15,141.3
901965,512645,FLASH25,55.64
902405,521838,FLASH25,90.81
900839,522285,LOYALTY10,58.53
900427,521875,BUNDLE20,41.02
902281,514150,VIP30,50.01
900425,523090,SPRING10,163.12
900330,503971,REFERRAL5,46.55
900696,524914,REFERRAL5,138.5
901355,516041,REFERRAL5,141.65
900797,524168,WELCOME15,88.05
900467,508668,BUNDLE20,158.05
900276,523579,FLASH25,196.57
900558,523097,BUNDLE20,80.54
901197,520598,REFERRAL5,97.19
901004,529921,VIP30,129.24
902767,519572,REFERRAL5,91.3
901192,500560,BUNDLE20,179.23
900315,512025,VIP30,157.38
901444,514661,LOYALTY10,178.77
900838,527856,BUNDLE20,80.34
901923,517806,WELCOME15,166.58
901174,509009,FLASH25,170.2
900034,524927,SPRING10,172.24
901424,521940,BUNDLE20,192.36
901216,501136,REFERRAL5,48.91
901671,500506,BUNDLE20,47.55
901447,503314,SPRING10,108.33
900630,528755,FLASH25,115.24
902696,507590,FLASH25,40.29
900768,503988,BUNDLE20,161.68
900444,501184,WELCOME15,37.92
900650,510003,REFERRAL5,147.95
900798,516727,WELCOME15,48.58
901313,503218,SPRING10,127.24
901047,506238,BUNDLE20,177.96
901520,510373,REFERRAL5,173.26
902341,518865,WELCOME15,102.67
900411,511408,SPRING10,41.94
901204,515322,LOYALTY10,136.64
900028,529374,SPRING10,23.06
900550,504807,SPRING10,21.15
900807,500073,FLASH25,145.14
901412,516867,WELCOME15,43.04
902778,512574,VIP30,38.32
900127,512420,LOYALTY10,151.84
901003,517845,VIP30,132.53
902436,501524,SPRING10,89.25
902094,510870,FLASH25,66.21
901816,504537,FLASH25,52.83
901179,506017,WELCOME15,76.18
900300,502962,BUNDLE20,178.12
901867,517045,REFERRAL5,95.65
902754,521508,LOYALTY10,128.02
902371,521274,REFERRAL5,119.41
901445,504520,SPRING10,38.09
900449,518946,LOYALTY10,176.23
900796,505407,LOYALTY10,117.58
901330,517977,BUNDLE20,124.63
901096,514039,REFERRAL5,27.32
902099,522122,REFERRAL5,29.52
901966,510928,BUNDLE20,116.19
902521,529884,FLASH25,139.2
902221,522474,REFERRAL5,68.22
901518,529736,VIP30,24.54
900347,530027,LOYALTY10,121.59
902788,504902,REFERRAL5,51.74
901938,524156,WELCOME15,72.23
901105,510105,BUNDLE20,83.31
900608,510783,BUNDLE20,111.69
900294,510609,FLASH25,178.44
900142,526850,LOYALTY10,27.73
902742,523605,FLASH25,59.84
901908,509468,FLASH25,181.93
900981,518739,LOYALTY10,31.41
900208,524715,FLASH25,47.51
902277,507394,FLASH25,34.17
901297,507912,FLASH25,141.83
902776,527031,WELCOME15,123.51
901998,520825,LOYALTY10,88.34
902577,504125,VIP30,123.45
902378,504333,FLASH25,95.41
900945,525585,BUNDLE20,175.35
901075,515027,FLASH25,164.15
902748,526264,FLASH25,74.28
902248,527932,WELCOME15,35.56
901606,523987,LOYALTY10,139.79
902628,502536,VIP30,31.53
902757,505149,VIP30,111.68
902384,504812,WELCOME15,58.7
901627,516643,FLASH25,99.05
900386,506906,REFERRAL5,109.32
902112,513226,WELCOME15,146.09
902477,507717,REFERRAL5,56.02
901696,504699,BUNDLE20,106.6
901148,526831,FLASH25,111.68
901034,505242,WELCOME15,97.12
902386,518074,WELCOME15,68.96
900488,503147,FLASH25,74.52
902454,500479,WELCOME15,63.1
902579,507017,BUNDLE20,28.1
901394,504046,SPRING10,154.99
901602,510390,SPRING10,166.2
900638,501481,SPRING10,83.39
900442,515460,LOYALTY10,67.63
900053,513886,FLASH25,78.58
902238,521699,REFERRAL5,130.96
902029,517360,LOYALTY10,142.21
900698,508551,LOYALTY10,65.52
901915,508248,BUNDLE20,142.74
902192,520842,BUNDLE20,19.0
901407,502802,BUNDLE20,38.76
902256,524208,BUNDLE20,24.21
901275,529192,WELCOME15,36.64
902692,519498,BUNDLE20,58.73
901466,500820,SPRING10,117.81
901633,501669,BUNDLE20,111.15
901932,515382,VIP30,122.92
902294,511203,BUNDLE20,40.45
900489,527591,BUNDLE20,69.25
902265,511289,BUNDLE20,56.62
902292,521303,LOYALTY10,109.21
900936,516871,SPRING10,110.6
900895,504401,WELCOME15,181.08
900326,502159,REFERRAL5,148.23
902247,527932,BUNDLE20,28.46
900763,507720,VIP30,123.06
902800,518502,REFERRAL5,113.73
900717,516875,LOYALTY10,143.76
900429,513994,WELCOME15,150.62
900259,504721,SPRING10,66.52
901366,527117,FLASH25,139.13
901517,517137,VIP30,94.5
902109,521716,FLASH25,131.61
902677,512255,FLASH25,92.88
900574,529904,REFERRAL5,141.08
902738,528636,FLASH25,136.43
901524,524778,LOYALTY10,17.13
900243,511074,FLASH25,167.37
900735,512041,REFERRAL5,174.98
901742,508103,WELCOME15,126.4
902635,512180,VIP30,45.17
902176,500125,WELCOME15,74.61
900998,515336,SPRING10,43.31
901002,525020,BUNDLE20,155.54
900756,503705,WELCOME15,57.59
902496,524684,LOYALTY10,74.22
902335,515602,WELCOME15,22.88
901622,504385,VIP30,22.2
900088,510759,SPRING10,168.97
901773,501626,REFERRAL5,10.18
900587,501449,FLASH25,187.29
901273,500839,SPRING10,26.03
901500,511512,WELCOME15,55.58
902142,500902,REFERRAL5,99.34
902444,517083,REFERRAL5,94.16
901278,521573,LOYALTY10,86.88
902037,522441,SPRING10,77.74
901488,501859,WELCOME15,185.64
901647,516461,VIP30,129.08
900622,503415,VIP30,41.92
900198,525898,BUNDLE20,122.87
901237,523905,LOYALTY10,181.18
902119,518161,BUNDLE20,57.53
902410,500072,FLASH25,85.6
900549,501690,BUNDLE20,127.19
902793,506976,REFERRAL5,49.1
900125,523088,VIP30,172.94
900402,524551,REFERRAL5,16.58
902367,515190,SPRING10,54.73
901621,500681,WELCOME15,154.11
901629,518969,REFERRAL5,116.84
901980,505229,LOYALTY10,85.73
900504,523646,SPRING10,93.7
900473,501178,SPRING10,146.7
902334,517962,BUNDLE20,106.41
900079,524893,REFERRAL5,160.5
902552,510290,SPRING10,80.53
900072,504882,REFERRAL5,45.81
901581,526907,BUNDLE20,110.8
901539,512952,VIP30,86.8
902687,501403,SPRING10,54.26
902710,524959,LOYALTY10,87.76
902804,521703,SPRING10,46.05
900209,512623,WELCOME15,130.97
902252,526530,REFERRAL5,140.54
900073,513096,LOYALTY10,84.34
901941,507672,BUNDLE20,146.5
901321,521721,FLASH25,193.8
901432,508275,SPRING10,156.01
902590,526886,VIP30,146.56
900499,519726,LOYALTY10,62.79
900564,519612,FLASH25,21.27
900445,510337,FLASH25,134.91
901074,509578,BUNDLE20,74.21
900281,512353,FLASH25,71.41
900343,505402,SPRING10,130.91
901950,506047,WELCOME15,126.82
901270,513997,WELCOME15,190.99
902641,506996,SPRING10,87.45
902307,516793,BUNDLE20,25.72
902170,508682,FLASH25,109.41
901592,505007,LOYALTY10,133.46
902296,523079,BUNDLE20,147.83
901392,506702,SPRING10,166.39
902155,503765,BUNDLE20,71.88
902805,526649,VIP30,17.13
900820,506108,BUNDLE20,23.68
902015,515904,VIP30,193.16
901153,523506,WELCOME15,28.3
901099,529600,VIP30,169.11
902205,501011,FLASH25,46.54
900136,525488,REFERRAL5,174.42
900235,502474,FLASH25,19.91
900846,524180,REFERRAL5,150.85
901482,502685,BUNDLE20,43.41
901679,500150,SPRING10,13.86
902663,511068,SPRING10,97.25
900595,510302,WELCOME15,121.78
900887,514198,WELCOME15,142.94
900759,511810,LOYALTY10,94.63
901382,514467,VIP30,100.23
902056,509064,LOYALTY10,43.88
900974,510845,WELCOME15,189.38
900140,508173,WELCOME15,75.77
902120,518161,LOYALTY10,139.59
901025,506467,FLASH25,128.88
902135,515001,WELCOME15,132.17
900879,526541,WELCOME15,23.12
900400,519811,REFERRAL5,68.2
902052,508258,SPRING10,64.37
902678,512255,WELCOME15,22.94
901533,500715,SPRING10,33.94
901644,521906,REFERRAL5,38.36
901236,510628,WELCOME15,144.14
902809,506076,LOYALTY10,17.78
902730,515819,VIP30,114.84
901058,518397,FLASH25,70.8
902656,520340,LOYALTY10,130.12
900157,513911,BUNDLE20,75.03
901886,500819,FLASH25,160.3
901748,510493,REFERRAL5,117.17
901241,520869,LOYALTY10,132.82
902485,500478,VIP30,111.43
900007,500088,REFERRAL5,158.02
901769,516979,LOYALTY10,107.18
901956,506046,SPRING10,22.91
902103,516241,VIP30,79.86
900908,518255,FLASH25,92.9
900990,528090,SPRING10,155.81
901686,526345,BUNDLE20,143.58
902775,527031,REFERRAL5,133.0
901214,510975,REFERRAL5,35.34
901076,506647,VIP30,124.68
902514,502400,FLASH25,60.18
902519,513834,REFERRAL5,49.1
902017,512556,REFERRAL5,35.4
901240,504412,REFERRAL5,12.89
902151,523081,WELCOME15,136.81
900534,506846,WELCOME15,106.41
902086,505023,BUNDLE20,60.69
900011,522579,WELCOME15,167.3
902750,509748,SPRING10,102.76
900545,520199,SPRING10,182.48
900890,509911,VIP30,14.74
902024,512535,BUNDLE20,60.4
902612,517645,BUNDLE20,65.2
902735,506348,BUNDLE20,101.87
902258,513373,LOYALTY10,13.83
902260,507164,SPRING10,80.13
900138,523113,BUNDLE20,79.81
901888,506202,VIP30,19.65
901459,521014,REFERRAL5,37.37
900920,528557,REFERRAL5,164.99
902749,509748,WELCOME15,77.7
902777,512574,SPRING10,39.63
900663,522877,SPRING10,143.96
902319,519287,SPRING10,89.26
900510,522653,WELCOME15,143.48
902721,515458,SPRING10,31.92
902286,529413,WELCOME15,101.32
901617,530020,SPRING10,145.5
902184,506668,BUNDLE20,145.2
900565,526446,REFERRAL5,73.1
901898,529835,REFERRAL5,72.49
900371,517498,BUNDLE20,51.79
902332,509186,WELCOME15,84.05
901813,524182,REFERRAL5,56.61
901247,515315,WELCOME15,39.88
901439,500589,BUNDLE20,62.51
900815,515576,WELCOME15,179.31
901215,525510,LOYALTY10,173.83
900888,528969,REFERRAL5,56.92
901894,504147,BUNDLE20,114.04
902500,504778,LOYALTY10,78.16
900166,525568,VIP30,112.25
901754,528069,BUNDLE20,157.74
901329,525207,REFERRAL5,105.75
902398,519581,REFERRAL5,117.51
900588,526756,VIP30,36.53
900479,527687,REFERRAL5,36.5
901416,506284,VIP30,90.9
902134,510454,REFERRAL5,69.19
902698,516303,FLASH25,74.34
902572,521815,SPRING10,146.38
901823,511771,WELCOME15,39.62
900848,529495,WELCOME15,76.72
900357,529298,VIP30,159.64
900773,517429,FLASH25,114.1
900218,500940,REFERRAL5,130.28
900349,509448,FLASH25,29.44
900812,516835,REFERRAL5,21.24
902450,501779,BUNDLE20,127.97
901847,504417,SPRING10,55.94
901701,502781,WELCOME15,112.72
902666,517406,REFERRAL5,85.69
902632,514358,WELCOME15,29.48
901718,502908,FLASH25,96.73
902761,518276,SPRING10,101.81
901508,525065,VIP30,195.41
902403,507509,WELCOME15,65.25
900493,513754,WELCOME15,132.36
901317,502601,SPRING10,98.05
901128,513806,FLASH25,94.67
900280,500741,REFERRAL5,16.21
901624,528079,FLASH25,92.01
901909,517187,VIP30,191.86
902026,500196,VIP30,69.08
900327,502811,REFERRAL5,30.65
901637,503825,BUNDLE20,84.24
901334,525258,REFERRAL5,80.25
901970,522058,VIP30,79.5
900569,519334,SPRING10,146.1
902437,503389,VIP30,30.06
901509,511084,FLASH25,168.66
901110,514035,LOYALTY10,73.01
901534,508819,VIP30,61.33
900118,527212,SPRING10,42.55
900339,501179,REFERRAL5,165.32
900165,510742,LOYALTY10,102.38
900030,513018,WELCOME15,166.69
900170,503803,FLASH25,135.45
900476,514905,LOYALTY10,19.83
902066,507035,BUNDLE20,35.52
901324,522808,REFERRAL5,37.84
902518,502259,WELCOME15,70.56
901013,502988,BUNDLE20,114.54
900959,509424,REFERRAL5,22.63
901452,503073,WELCOME15,157.11
900621,529245,LOYALTY10,157.97
901271,519520,BUNDLE20,161.31
902064,526267,WELCOME15,96.34
900133,518243,BUNDLE20,184.18
902794,506976,LOYALTY10,46.44
901000,500497,SPRING10,102.55
902188,526106,BUNDLE20,125.06
902679,500563,LOYALTY10,89.04
900422,529141,REFERRAL5,108.97
902789,526116,VIP30,123.74
900344,528893,SPRING10,21.67
900008,504583,REFERRAL5,86.41
901492,516611,LOYALTY10,65.61
902340,506318,BUNDLE20,144.04
902489,516394,WELCOME15,110.22
901550,514408,BUNDLE20,125.42
900076,517307,WELCOME15,57.48
902358,529467,REFERRAL5,35.83
902662,521860,VIP30,15.58
900561,517186,WELCOME15,165.8
900930,527310,BUNDLE20,125.42
902768,519572,VIP30,56.58
901289,514887,REFERRAL5,36.46
901826,524951,FLASH25,78.61
902694,518919,REFERRAL5,19.7
902250,503932,LOYALTY10,48.46
900748,508702,BUNDLE20,151.7
900910,526640,FLASH25,101.96
901469,517127,WELCOME15,48.42
901308,511610,BUNDLE20,12.55
900667,525636,BUNDLE20,115.48
902070,517096,WELCOME15,82.14
900634,526179,SPRING10,78.45
901117,522560,FLASH25,121.23
902607,501333,FLASH25,55.78
902249,503932,WELCOME15,82.87
901947,510781,REFERRAL5,60.17
902441,515292,BUNDLE20,96.76
900167,508007,VIP30,181.51
901097,518762,LOYALTY10,42.13
901353,508324,LOYALTY10,94.13
902197,517190,BUNDLE20,134.08
902154,513097,FLASH25,45.82
902174,526067,VIP30,147.56
902597,529280,SPRING10,105.25
901463,530038,BUNDLE20,193.35
900434,518829,FLASH25,119.84
901060,530049,LOYALTY10,19.75
902180,522299,WELCOME15,80.99
901880,509950,VIP30,143.54
900121,511549,WELCOME15,179.32
900937,501181,WELCOME15,190.71
900122,527388,BUNDLE20,40.19
901653,522822,LOYALTY10,22.2
900781,508378,REFERRAL5,97.23
900732,514327,LOYALTY10,109.36
901700,523750,FLASH25,115.16
901949,526181,VIP30,32.84
900512,509787,BUNDLE20,43.83
901719,518040,FLASH25,118.22
902785,502605,FLASH25,126.98
902549,527493,WELCOME15,119.7
900262,509696,FLASH25,188.62
901477,505826,VIP30,61.86
900335,513813,VIP30,110.89
902173,526067,FLASH25,35.24
902310,513046,FLASH25,39.62
901853,520693,SPRING10,166.07
900601,509951,FLASH25,36.34
902631,514358,SPRING10,83.13
901542,518942,WELCOME15,117.04
901832,526277,SPRING10,52.92
901409,526097,WELCOME15,149.16
901016,515675,REFERRAL5,179.3
901643,509671,BUNDLE20,174.06
901925,508980,FLASH25,42.14
902570,525835,BUNDLE20,54.76
901692,513004,FLASH25,86.97
901388,503563,BUNDLE20,199.04
902279,514067,BUNDLE20,132.38
900487,500408,REFERRAL5,171.23
902573,501749,VIP30,139.75
900750,506396,FLASH25,158.41
900441,522247,WELCOME15,165.56
902285,529413,VIP30,110.35
900986,516188,FLASH25,25.11
900977,527467,VIP30,54.11
900298,521867,REFERRAL5,177.49
902478,507717,BUNDLE20,143.42
901565,508525,SPRING10,154.52
